client_id,client_name,client_type,sector,sector_risk,country,pep_flag,sanctions_flag,fatf_country_flag,ofac_country_flag,sectoral_sanctions_flag,ownership_opacity_score,total_transactions,total_amount,avg_amount,ofac_matches,fatf_txn_flags,structuring_flags,rapid_movement_flags,trade_mispricing_flags,unique_counterparty_countries,client_country,composite_risk_score,risk_tier,kyc_risk_flag,sector_risk_enc,risk_score,risk_level,recommended_action
1741,"Pacheco, Hendricks and Lyons",NGO,Casino/Gambling,High,KP,0,0,1,1,0,0.0,17,132914.0,7818.470588235294,0,0,1,0,0,9,KP,5.5,High,1,2,0.99250036,Critical,Compliance team intervention
1742,Hogan-Bradley,NGO,Consulting,Low,RU,0,0,0,1,0,0.5,24,44261.96,1844.2483333333328,1,1,0,1,0,11,RU,9.0,High,1,0,0.99841607,Critical,Compliance team intervention
1743,Carrillo-Pope,NGO,Tech,Low,SY,0,0,0,1,0,1.0,18,27612.92,1534.051111111111,1,1,0,0,0,11,SY,14.0,Critical,1,0,0.9982449,Critical,Compliance team intervention
1744,Berry-Weiss,Corporate,Real Estate,Medium,IN,0,0,0,0,0,0.0,28,54681.28,1952.902857142857,1,1,0,1,0,12,IN,2.0,Low,1,1,0.9981799,Critical,Compliance team intervention
1745,Le-Flores,Financial Institution,Crypto Exchange,High,UK,0,0,0,0,0,0.0,21,218309.64,10395.697142857143,2,1,0,1,0,13,UK,4.0,Medium,1,2,0.99855846,Critical,Compliance team intervention
1746,Alexander Ltd,Financial Institution,Real Estate,Medium,IR,1,0,1,1,0,0.0,30,297618.75,9920.625,2,0,0,0,0,13,IR,11.0,Critical,1,1,0.9996835,Critical,Compliance team intervention
1747,"Herrera, Thompson and Wright",Financial Institution,Crypto Exchange,High,AE,0,0,0,0,0,0.0,28,195312.4,6975.442857142857,0,0,0,1,0,12,AE,0.0,Low,0,2,0.0032858506,Low Risk,No action required
1748,Donaldson PLC,Financial Institution,Import/Export,Medium,LB,0,0,0,0,0,0.0,23,56638.27,2462.5334782608697,1,0,0,1,0,14,LB,2.0,Low,1,1,0.998642,Critical,Compliance team intervention
1749,"Morgan, Brown and Smith",Individual,Tech,Low,IR,0,0,1,1,0,0.0,25,58173.29,2326.9316,0,0,0,1,0,12,IR,4.0,Medium,1,0,0.9918956,Critical,Compliance team intervention
1750,Kline-Blankenship,Individual,Import/Export,Medium,FR,0,0,0,0,0,0.0,20,45354.94,2267.7470000000003,1,1,0,1,0,11,FR,2.0,Low,1,1,0.9974885,Critical,Compliance team intervention
1751,"Turner, Medina and Baird",Corporate,Import/Export,Medium,CH,0,0,0,0,0,0.0,24,37950.08,1581.253333333333,0,0,0,1,0,13,CH,0.0,Low,0,1,0.0033902652,Low Risk,No action required
1752,Bryant-Hayes,Financial Institution,Retail,Low,SY,0,0,0,1,0,0.0,21,32767.22,1560.3438095238096,0,0,0,0,0,10,SY,2.0,Low,0,0,0.0040426753,Low Risk,No action required
1753,Scott PLC,Financial Institution,Retail,Low,AE,0,0,0,0,0,0.0,25,42915.850000000006,1716.6340000000002,0,0,0,1,0,11,AE,0.0,Low,0,0,0.0021639348,Low Risk,No action required
1754,"Green, Burns and Ward",Individual,Tech,Low,US,0,1,0,0,0,0.0,28,54211.89,1936.1389285714288,22,6,0,1,0,8,US,47.0,Critical,1,0,0.9971969,Critical,Compliance team intervention
1755,Thompson-Bradley,Financial Institution,NGO/Charity,High,NL,0,0,0,0,0,0.0,33,160502.72,4863.718787878788,0,0,0,3,0,11,NL,0.0,Low,0,2,0.0012973679,Low Risk,No action required
1756,Richardson-Richardson,Corporate,Consulting,Low,IN,0,0,0,0,0,0.5,21,33944.18,1616.3895238095238,0,0,0,0,0,11,IN,5.0,Medium,1,0,0.9929767,Critical,Compliance team intervention
1757,"Wallace, Pearson and Foster",Individual,Import/Export,Medium,SY,0,0,0,1,0,0.0,23,44715.4,1944.147826086957,0,0,0,0,0,11,SY,2.0,Low,0,1,0.004880897,Low Risk,No action required
1758,Wright Ltd,Financial Institution,Crypto Exchange,High,CH,0,0,0,0,0,0.0,28,292914.4,10461.228571428572,2,0,0,2,0,12,CH,4.0,Medium,1,2,0.9975454,Critical,Compliance team intervention
1759,Morton-Clark,Individual,Real Estate,Medium,CH,0,0,0,0,0,0.0,25,42734.98,1709.3992,0,0,0,0,0,12,CH,0.0,Low,0,1,0.0023535946,Low Risk,No action required
1760,Campbell Ltd,Financial Institution,Energy/Oil,High,DE,0,0,0,0,1,0.0,27,110165.47,4080.2025925925927,2,1,1,2,0,12,DE,7.0,High,1,2,0.99719894,Critical,Compliance team intervention
1761,Singleton PLC,Corporate,Casino/Gambling,High,DE,0,0,0,0,0,0.0,23,57520.57,2500.894347826087,1,0,0,1,0,13,DE,2.0,Low,1,2,0.9978175,Critical,Compliance team intervention
1762,Velasquez and Sons,Financial Institution,Financial Services,Medium,SY,0,0,0,1,1,0.0,26,62447.86,2401.840769230769,0,0,0,1,0,13,SY,3.5,Medium,0,1,0.010071624,Low Risk,No action required
1763,"Cardenas, Martinez and Myers",Corporate,Crypto Exchange,High,VE,0,0,0,1,0,0.0,17,79602.62999999999,4682.507647058823,0,0,0,0,0,9,VE,2.0,Low,0,2,0.00801047,Low Risk,No action required
1764,Jones-Gonzales,Individual,Casino/Gambling,High,SY,0,0,0,1,0,0.0,32,110643.39,3457.6059375,0,0,0,1,0,12,SY,2.0,Low,0,2,0.0060741734,Low Risk,No action required
1765,"Mitchell, Johnson and Santos",Individual,Defense/Arms,High,IN,0,0,0,0,1,0.0,23,297483.98,12934.08608695652,0,0,0,0,0,11,IN,1.5,Low,0,2,0.00425815,Low Risk,No action required
1766,"Williams, Morales and Tran",Corporate,Financial Services,Medium,UK,0,0,0,0,1,0.0,28,40376.71,1442.025357142857,0,0,0,2,0,12,UK,1.5,Low,0,1,0.0021066163,Low Risk,No action required
1767,Olson-Lopez,NGO,Tech,Low,UK,0,0,0,0,0,1.0,25,53329.99,2133.1996,1,0,0,2,0,12,UK,12.0,Critical,1,0,0.998628,Critical,Compliance team intervention
1768,"Roberts, Martinez and Quinn",Individual,Casino/Gambling,High,IR,0,0,1,1,0,0.0,19,68276.94,3593.523157894737,0,0,1,1,0,11,IR,5.5,High,1,2,0.99421614,Critical,Compliance team intervention
1769,"Carter, Page and Martin",Corporate,Retail,Low,NL,0,0,0,0,0,1.0,17,28853.97,1697.2923529411764,0,0,0,0,0,11,NL,10.0,High,1,0,0.9930575,Critical,Compliance team intervention
1770,Wilson-Smith,Financial Institution,Defense/Arms,High,LB,0,0,0,0,1,0.0,25,130555.72,5222.2288,1,1,0,4,0,11,LB,3.5,Medium,1,2,0.99772066,Critical,Compliance team intervention
1771,"Foley, Johnson and Lucas",Financial Institution,Defense/Arms,High,AE,0,1,0,0,1,0.0,29,260902.75,8996.646551724138,23,8,1,0,0,7,AE,52.0,Critical,1,2,0.99738675,Critical,Compliance team intervention
1772,Davila LLC,NGO,NGO/Charity,High,CA,0,0,0,0,0,0.5,22,142803.08,6491.04909090909,0,0,0,0,0,11,CA,5.0,Medium,1,2,0.99564505,Critical,Compliance team intervention
1773,Buckley and Sons,Individual,Defense/Arms,High,AU,0,1,0,0,1,0.0,22,313893.44,14267.883636363636,15,5,0,1,0,8,AU,34.5,Critical,1,2,0.9978204,Critical,Compliance team intervention
1774,Brown and Sons,Corporate,Energy/Oil,High,CN,0,0,0,0,1,0.0,23,106353.69,4624.07347826087,1,1,0,2,0,14,CN,3.5,Medium,1,2,0.9984016,Critical,Compliance team intervention
1775,"Tucker, Green and Lutz",NGO,Real Estate,Medium,AF,0,0,0,0,0,0.5,26,45344.94,1744.036153846154,0,0,0,2,0,10,AF,5.0,Medium,1,1,0.99391997,Critical,Compliance team intervention
1776,Wells LLC,NGO,Real Estate,Medium,US,0,0,0,0,0,0.0,22,44209.71,2009.5322727272728,0,0,0,2,0,9,US,0.0,Low,0,1,0.0017357134,Low Risk,No action required
1777,Spence-Walker,Individual,Tech,Low,JP,0,0,0,0,0,0.0,36,74994.72,2083.1866666666665,0,0,0,3,0,13,JP,0.0,Low,0,0,0.0027266224,Low Risk,No action required
1778,"Cochran, Stephens and Reeves",NGO,NGO/Charity,High,SG,0,0,0,0,0,0.0,29,116933.7,4032.196551724138,1,0,0,3,0,10,SG,2.0,Low,1,2,0.9972144,Critical,Compliance team intervention
1779,Hawkins Ltd,Corporate,Real Estate,Medium,LB,0,1,0,0,0,0.0,26,165436.36000000002,6362.936923076923,21,6,1,2,0,8,LB,46.5,Critical,1,1,0.9996094,Critical,Compliance team intervention
1780,Simpson-Molina,Individual,Consulting,Low,VE,1,0,0,1,0,0.0,28,81990.91,2928.246785714286,0,0,0,2,0,12,VE,5.0,Medium,1,0,0.9878825,Critical,Compliance team intervention
1781,Fisher-Jones,Corporate,Real Estate,Medium,DE,0,0,0,0,0,0.0,29,56722.49,1955.9479310344827,1,0,0,1,0,12,DE,2.0,Low,1,1,0.9981799,Critical,Compliance team intervention
1782,Gomez-Huffman,NGO,Energy/Oil,High,IN,0,1,0,0,1,0.0,24,95057.77,3960.740416666667,16,4,0,1,0,8,IN,36.5,Critical,1,2,0.9981223,Critical,Compliance team intervention
1783,Solis-Stone,Individual,Tech,Low,IN,0,0,0,0,0,0.0,24,46408.59,1933.69125,0,0,0,1,0,11,IN,0.0,Low,0,0,0.0019613283,Low Risk,No action required
1784,Blackburn and Sons,Individual,Consulting,Low,IR,0,0,1,1,0,0.0,23,50221.4,2183.5391304347827,0,0,0,1,0,10,IR,4.0,Medium,1,0,0.9914097,Critical,Compliance team intervention
1785,Alexander-Johnson,Corporate,Energy/Oil,High,US,0,1,0,0,1,1.0,30,327757.14,10925.238,27,7,0,2,0,7,US,68.5,Critical,1,2,0.9979824,Critical,Compliance team intervention
1786,Reyes-Jordan,Corporate,Consulting,Low,AU,0,0,0,0,0,0.5,27,53476.65,1980.6166666666668,0,0,0,2,0,12,AU,5.0,Medium,1,0,0.99520594,Critical,Compliance team intervention
1787,"Mann, Jones and Gonzalez",Financial Institution,Crypto Exchange,High,SD,0,1,0,1,0,0.0,29,239662.05,8264.208620689655,22,8,0,1,0,8,SD,49.0,Critical,1,2,0.9979382,Critical,Compliance team intervention
1788,Merritt LLC,Financial Institution,Import/Export,Medium,VE,0,1,0,1,0,0.0,28,117698.39,4203.513928571429,23,7,1,3,1,8,VE,52.5,Critical,1,1,0.99900997,Critical,Compliance team intervention
1789,Neal-Wood,NGO,Energy/Oil,High,VE,0,0,0,1,1,0.0,33,113077.93,3426.603939393939,2,1,0,2,0,15,VE,7.5,High,1,2,0.99805546,Critical,Compliance team intervention
1790,Flores PLC,Individual,Energy/Oil,High,SY,0,0,0,1,1,0.0,27,155839.79,5771.844074074074,0,0,0,1,0,12,SY,3.5,Medium,0,2,0.0067856982,Low Risk,No action required
1791,Cowan LLC,NGO,Import/Export,Medium,SY,0,0,0,1,0,0.0,10,14122.27,1412.227,1,1,0,1,0,7,SY,4.0,Medium,1,1,0.9976871,Critical,Compliance team intervention
1792,Bates Inc,Corporate,Real Estate,Medium,CA,0,0,0,0,0,0.0,31,51838.32,1672.203870967742,0,0,0,2,0,11,CA,0.0,Low,0,1,0.001780765,Low Risk,No action required
1793,"Martinez, Smith and Adams",Corporate,Defense/Arms,High,CH,0,0,0,0,1,0.5,27,89815.4,3326.496296296296,2,1,0,1,0,13,CH,10.5,Critical,1,2,0.99849224,Critical,Compliance team intervention
1794,Owens and Sons,Individual,Tech,Low,AE,0,0,0,0,0,0.0,14,35392.72,2528.0514285714285,2,1,0,0,0,10,AE,4.0,Medium,1,0,0.99775034,Critical,Compliance team intervention
1795,"Rodriguez, Perez and Buck",Corporate,Consulting,Low,SY,0,0,0,1,0,0.0,20,40117.060000000005,2005.8530000000003,0,0,0,0,0,11,SY,2.0,Low,0,0,0.004746017,Low Risk,No action required
1796,"Wright, Carroll and Solomon",Financial Institution,Casino/Gambling,High,LB,0,0,0,0,0,0.0,20,162929.18,8146.459,0,0,0,0,0,11,LB,0.0,Low,0,2,0.0045996523,Low Risk,No action required
1797,"Benjamin, Brown and Peck",Individual,Crypto Exchange,High,IR,0,0,1,1,0,0.0,26,108291.37,4165.052692307692,0,0,0,4,0,13,IR,4.0,Medium,1,2,0.99334794,Critical,Compliance team intervention
1798,Strong PLC,Individual,Energy/Oil,High,US,0,0,0,0,1,0.0,30,230087.86,7669.595333333334,0,0,0,4,0,12,US,1.5,Low,0,2,0.0031353277,Low Risk,No action required
1799,"Daugherty, Gamble and Mcconnell",NGO,Import/Export,Medium,FR,0,0,0,0,0,0.0,23,24921.78,1083.555652173913,0,0,0,0,0,11,FR,0.0,Low,0,1,0.0019093833,Low Risk,No action required
1800,"Reeves, Norman and Fuentes",Financial Institution,Crypto Exchange,High,IR,0,0,1,1,0,0.0,17,241631.66,14213.627058823527,0,0,0,0,0,11,IR,4.0,Medium,1,2,0.9930842,Critical,Compliance team intervention
1801,Beck-Jones,Financial Institution,Retail,Low,IN,0,0,0,0,0,0.0,29,46977.41,1619.9106896551723,3,0,0,0,0,15,IN,6.0,High,1,0,0.99810153,Critical,Compliance team intervention
1802,Garcia-Curry,Financial Institution,Consulting,Low,LB,0,0,0,0,0,0.0,26,40740.32,1566.9353846153847,2,0,0,3,0,11,LB,4.0,Medium,1,0,0.9974076,Critical,Compliance team intervention
1803,"Black, Salazar and Cantrell",Financial Institution,Consulting,Low,FR,0,0,0,0,0,0.0,26,59556.29,2290.6265384615385,0,0,0,1,0,13,FR,0.0,Low,0,0,0.003269683,Low Risk,No action required
1804,"Walsh, Rogers and Jimenez",NGO,NGO/Charity,High,US,0,0,0,0,0,0.0,31,204052.99,6582.354516129033,1,0,0,0,0,13,US,2.0,Low,1,2,0.99801755,Critical,Compliance team intervention
1805,"Nunez, Roy and White",Individual,Defense/Arms,High,UK,0,0,0,0,1,0.0,33,444026.85,13455.35909090909,0,0,0,2,0,11,UK,1.5,Low,0,2,0.0030325456,Low Risk,No action required
1806,"Lewis, Robinson and Parker",Financial Institution,Tech,Low,DE,0,0,0,0,0,0.0,21,40336.29,1920.7757142857145,0,0,0,0,0,12,DE,0.0,Low,0,0,0.0020242976,Low Risk,No action required
1807,Garza-Webster,Financial Institution,Tech,Low,VE,0,0,0,1,0,0.0,11,43772.92,3979.3563636363633,0,0,0,0,0,6,VE,2.0,Low,0,0,0.011181974,Low Risk,No action required
1808,Turner-Carr,Financial Institution,Energy/Oil,High,JP,0,0,0,0,1,0.0,24,236996.74,9874.864166666666,0,0,0,0,0,10,JP,1.5,Low,0,2,0.003971734,Low Risk,No action required
1809,"Hanson, Johnson and Simpson",Corporate,Financial Services,Medium,CH,0,0,0,0,1,0.5,27,52820.83,1956.3270370370367,0,0,0,0,0,13,CH,6.5,High,1,1,0.9968719,Critical,Compliance team intervention
1810,Moran-Jennings,Financial Institution,Retail,Low,CH,0,0,0,0,0,0.0,27,61656.3,2283.5666666666666,1,1,1,0,0,14,CH,3.5,Medium,1,0,0.9978618,Critical,Compliance team intervention
1811,"Taylor, Davis and Stokes",Corporate,Retail,Low,CA,0,0,0,0,0,0.0,28,35849.73,1280.3475,0,0,0,1,0,13,CA,0.0,Low,0,0,0.0032220525,Low Risk,No action required
1812,Taylor-Schneider,Corporate,Tech,Low,CH,0,0,0,0,0,0.5,26,49250.15,1894.2365384615384,2,0,0,3,0,15,CH,9.0,High,1,0,0.9989869,Critical,Compliance team intervention
1813,Davis Group,Corporate,Tech,Low,DE,0,0,0,0,0,1.0,24,62405.62,2600.2341666666666,1,0,0,0,0,13,DE,12.0,Critical,1,0,0.99895513,Critical,Compliance team intervention
1814,Thomas Ltd,NGO,Crypto Exchange,High,NL,0,0,0,0,0,0.5,28,202780.36,7242.155714285714,0,0,0,4,0,13,NL,5.0,Medium,1,2,0.9957897,Critical,Compliance team intervention
1815,Montgomery-Garcia,NGO,Defense/Arms,High,AF,1,0,0,0,1,0.0,22,334312.77,15196.035000000002,0,0,1,0,0,12,AF,6.0,High,1,2,0.9825445,Critical,Compliance team intervention
1816,Dickson-Clark,Individual,Import/Export,Medium,JP,0,0,0,0,0,0.0,32,78748.64,2460.895,1,0,0,2,0,12,JP,2.0,Low,1,1,0.997695,Critical,Compliance team intervention
1817,Anderson Inc,Financial Institution,Retail,Low,SG,0,0,0,0,0,0.0,24,61898.26,2579.0941666666668,0,0,0,1,0,12,SG,0.0,Low,0,0,0.0028841512,Low Risk,No action required
1818,Carpenter-Collins,Corporate,Retail,Low,SD,0,0,0,1,0,0.0,23,32615.9,1418.0826086956522,0,0,0,0,0,11,SD,2.0,Low,0,0,0.0046929726,Low Risk,No action required
1819,Hamilton-Griffin,Corporate,Energy/Oil,High,RU,1,0,0,1,1,1.0,32,181493.57,5671.6740625,0,0,0,3,0,13,RU,16.5,Critical,1,2,0.99727446,Critical,Compliance team intervention
1820,Sanders-Lopez,NGO,Tech,Low,SG,0,0,0,0,0,0.5,18,40622.7,2256.8166666666666,1,1,1,2,0,10,SG,8.5,High,1,0,0.9980969,Critical,Compliance team intervention
1821,"Hanson, Moon and Johnson",Individual,Import/Export,Medium,AU,0,0,0,0,0,0.0,17,30401.82,1788.3423529411764,0,0,0,0,0,11,AU,0.0,Low,0,1,0.0018410762,Low Risk,No action required
1822,"Parker, Booth and Taylor",Financial Institution,Import/Export,Medium,RU,0,0,0,1,0,0.0,20,42031.12,2101.556,1,0,0,0,0,13,RU,4.0,Medium,1,1,0.99855787,Critical,Compliance team intervention
1823,"Brown, Taylor and Powell",Financial Institution,Defense/Arms,High,AF,1,0,0,0,1,0.0,26,214089.81,8234.223461538462,1,0,0,1,0,13,AF,6.5,High,1,2,0.9983569,Critical,Compliance team intervention
1824,"Wallace, Perez and Morris",Individual,NGO/Charity,High,CH,0,0,0,0,0,0.0,21,103156.23,4912.2014285714295,0,0,0,2,0,11,CH,0.0,Low,0,2,0.0018486829,Low Risk,No action required
1825,"Russell, Torres and Carlson",Financial Institution,NGO/Charity,High,LB,0,0,0,0,0,0.0,23,189140.27,8223.490000000002,1,0,0,1,0,11,LB,2.0,Low,1,2,0.99810493,Critical,Compliance team intervention
1826,Arroyo-Bailey,Financial Institution,Financial Services,Medium,RU,0,0,0,1,1,0.0,24,60503.69,2520.987083333333,0,0,0,2,0,13,RU,3.5,Medium,0,1,0.008451619,Low Risk,No action required
1827,"Anderson, Smith and Williams",NGO,Retail,Low,CA,0,0,0,0,0,0.5,24,59727.98,2488.665833333333,0,0,0,1,0,10,CA,5.0,Medium,1,0,0.9953082,Critical,Compliance team intervention
1828,"Stone, Sanders and Davis",Corporate,Defense/Arms,High,CN,0,0,0,0,1,0.0,22,191547.99,8706.726818181818,1,1,0,2,0,13,CN,3.5,Medium,1,2,0.9985019,Critical,Compliance team intervention
1829,Estrada Ltd,Corporate,Defense/Arms,High,SY,1,0,0,1,1,0.0,25,152690.13,6107.6052,0,0,0,1,0,12,SY,6.5,High,1,2,0.98577243,Critical,Compliance team intervention
1830,Mata-Farley,Financial Institution,Casino/Gambling,High,AF,0,0,0,0,0,0.0,30,116004.67,3866.822333333333,0,0,0,1,0,12,AF,0.0,Low,0,2,0.0024136053,Low Risk,No action required
1831,Gonzalez Ltd,NGO,Real Estate,Medium,RU,0,0,0,1,0,0.0,24,42396.23,1766.5095833333332,0,0,0,0,0,11,RU,2.0,Low,0,1,0.0047552697,Low Risk,No action required
1832,Gomez and Sons,Corporate,Crypto Exchange,High,US,0,0,0,0,0,0.5,16,35435.37,2214.710625,0,0,0,0,0,10,US,5.0,Medium,1,2,0.99282235,Critical,Compliance team intervention
1833,"Thomas, Gamble and Stephenson",Financial Institution,Casino/Gambling,High,CN,0,0,0,0,0,0.0,28,68090.38,2431.799285714286,0,0,0,2,0,11,CN,0.0,Low,0,2,0.0009957772,Low Risk,No action required
1834,"Tate, Powers and Walker",Financial Institution,Energy/Oil,High,FR,0,0,0,0,1,0.0,12,18640.05,1553.3375,1,1,0,0,0,7,FR,3.5,Medium,1,2,0.9976089,Critical,Compliance team intervention
1835,Walsh LLC,Corporate,Consulting,Low,FR,0,0,0,0,0,0.5,27,39350.5,1457.425925925926,0,0,0,2,0,13,FR,5.0,Medium,1,0,0.9956858,Critical,Compliance team intervention
1836,Wells Group,Corporate,Retail,Low,CA,0,0,0,0,0,0.0,23,54237.09,2358.134347826087,0,0,0,0,0,11,CA,0.0,Low,0,0,0.002354534,Low Risk,No action required
1837,"Mccullough, Young and Davidson",Individual,Real Estate,Medium,RU,0,0,0,1,0,0.0,24,58457.94,2435.7475,0,0,0,0,0,11,RU,2.0,Low,0,1,0.0065158103,Low Risk,No action required
1838,Davis Group,NGO,Casino/Gambling,High,DE,0,0,0,0,0,0.0,25,246193.41,9847.7364,0,0,0,1,0,13,DE,0.0,Low,0,2,0.006130749,Low Risk,No action required
1839,Griffin-Garcia,Corporate,Casino/Gambling,High,US,0,0,0,0,0,0.0,23,75585.13,3286.3100000000004,0,0,1,0,0,13,US,1.5,Low,0,2,0.004277321,Low Risk,No action required
1840,Dyer Ltd,Individual,Financial Services,Medium,IR,0,0,1,1,1,0.0,21,46439.33,2211.3966666666665,0,0,0,1,0,11,IR,5.5,High,1,1,0.99216616,Critical,Compliance team intervention
1841,"Molina, Walker and Simpson",Financial Institution,Crypto Exchange,High,US,0,0,0,0,0,0.0,22,207416.29,9428.013181818182,1,0,0,3,0,8,US,2.0,Low,1,2,0.99790263,Critical,Compliance team intervention
1842,"Bennett, Payne and Mckee",Individual,Casino/Gambling,High,NL,0,0,0,0,0,0.0,16,67004.28,4187.7675,0,0,0,2,0,9,NL,0.0,Low,0,2,0.002939236,Low Risk,No action required
1843,Marshall-Frazier,Financial Institution,Real Estate,Medium,US,0,0,0,0,0,0.0,29,70728.95,2438.929310344828,1,0,0,1,0,14,US,2.0,Low,1,1,0.9983728,Critical,Compliance team intervention
1844,"Clark, Lyons and Beard",NGO,Crypto Exchange,High,RU,0,0,0,1,0,0.0,28,128021.57,4572.198928571428,1,0,0,1,0,13,RU,4.0,Medium,1,2,0.9985234,Critical,Compliance team intervention
1845,"Harrison, Richardson and Miller",Corporate,Defense/Arms,High,DE,0,0,0,0,1,0.0,28,253802.27,9064.366785714285,0,0,0,1,0,11,DE,1.5,Low,0,2,0.0031811194,Low Risk,No action required
1846,Terry PLC,Individual,Financial Services,Medium,UK,1,0,0,0,1,0.0,26,180939.8,6959.223076923076,1,0,2,1,0,11,UK,9.5,High,1,1,0.99963176,Critical,Compliance team intervention
1847,"Steele, Sanchez and Curtis",Corporate,Import/Export,Medium,FR,0,0,0,0,0,0.0,28,53026.740000000005,1893.812142857143,0,0,0,0,0,12,FR,0.0,Low,0,1,0.0021697145,Low Risk,No action required
1848,Lowery-Reyes,Corporate,Tech,Low,AU,0,0,0,0,0,0.0,21,32012.3,1524.395238095238,0,0,0,0,0,10,AU,0.0,Low,0,0,0.0015806645,Low Risk,No action required
1849,Jones-Bailey,Corporate,Retail,Low,KP,0,1,1,1,0,0.0,37,176046.02,4758.00054054054,29,5,0,2,0,8,KP,65.0,Critical,1,0,0.99920005,Critical,Compliance team intervention
1850,Chambers-Bryant,Individual,Casino/Gambling,High,CN,0,0,0,0,0,0.0,28,104213.58,3721.913571428572,0,0,0,1,0,11,CN,0.0,Low,0,2,0.0027006408,Low Risk,No action required
1851,Anderson Ltd,NGO,NGO/Charity,High,CN,0,0,0,0,0,1.0,25,241411.17,9656.4468,0,0,0,0,0,12,CN,10.0,High,1,2,0.995921,Critical,Compliance team intervention
1852,Bryant-Williams,Individual,Real Estate,Medium,JP,0,0,0,0,0,0.0,15,32692.75,2179.516666666667,0,0,0,1,0,10,JP,0.0,Low,0,1,0.0033119267,Low Risk,No action required
1853,Nash Group,Financial Institution,Real Estate,Medium,VE,0,0,0,1,0,0.0,29,49678.41,1713.048620689655,2,2,0,2,0,14,VE,6.0,High,1,1,0.99842703,Critical,Compliance team intervention
1854,Peterson-Perez,Financial Institution,Tech,Low,AF,0,0,0,0,0,0.0,23,41857.44,1819.888695652174,1,0,0,3,0,11,AF,2.0,Low,1,0,0.9968706,Critical,Compliance team intervention
1855,Foster-Gonzalez,Individual,Financial Services,Medium,AE,0,0,0,0,1,0.0,25,42109.95,1684.398,2,0,0,3,0,15,AE,5.5,High,1,1,0.99826705,Critical,Compliance team intervention
1856,Thomas LLC,Individual,Financial Services,Medium,CH,0,0,0,0,1,0.0,16,21769.37,1360.585625,0,0,0,2,0,10,CH,1.5,Low,0,1,0.0016150146,Low Risk,No action required
1857,Tran LLC,Individual,Import/Export,Medium,UK,0,0,0,0,0,0.0,29,56922.61,1962.8486206896555,0,0,0,1,0,12,UK,0.0,Low,0,1,0.0030644846,Low Risk,No action required
1858,Murphy PLC,NGO,Crypto Exchange,High,CN,0,0,0,0,0,0.5,35,206129.89,5889.425428571428,0,0,1,1,0,10,CN,6.5,High,1,2,0.9936952,Critical,Compliance team intervention
1859,"Smith, Jones and Hart",Financial Institution,Energy/Oil,High,SG,0,0,0,0,1,0.0,24,236223.7,9842.654166666664,0,0,0,3,0,13,SG,1.5,Low,0,2,0.005851042,Low Risk,No action required
1860,"Smith, Estrada and Knight",NGO,Tech,Low,AF,0,0,0,0,0,0.0,25,47772.04,1910.8816,0,0,0,1,0,11,AF,0.0,Low,0,0,0.0021639348,Low Risk,No action required
1861,Mitchell Ltd,Financial Institution,Import/Export,Medium,JP,0,0,0,0,0,0.0,23,67814.69,2948.464782608696,2,0,0,0,0,13,JP,4.0,Medium,1,1,0.9989641,Critical,Compliance team intervention
1862,Drake-Bennett,Corporate,Defense/Arms,High,FR,0,0,0,0,1,0.5,24,288358.73,12014.947083333333,1,1,1,1,0,12,FR,10.0,High,1,2,0.99868447,Critical,Compliance team intervention
1863,"Hendricks, Myers and Johnson",Financial Institution,Import/Export,Medium,RU,0,0,0,1,0,0.0,24,51626.29,2151.0954166666666,1,0,0,1,0,12,RU,4.0,Medium,1,1,0.9987583,Critical,Compliance team intervention
1864,Shaffer-Spencer,NGO,Retail,Low,SY,0,0,0,1,0,0.0,25,46004.99,1840.1996,2,1,0,0,0,12,SY,6.0,High,1,0,0.99818075,Critical,Compliance team intervention
1865,Peters-Barnes,Financial Institution,Retail,Low,CH,0,0,0,0,0,0.0,22,49313.17,2241.507727272727,1,1,1,1,0,11,CH,3.5,Medium,1,0,0.99765956,Critical,Compliance team intervention
1866,"Moore, Garrett and Thomas",NGO,Financial Services,Medium,FR,0,0,0,0,1,1.0,18,22722.9,1262.3833333333334,1,0,0,2,0,10,FR,13.5,Critical,1,1,0.9978186,Critical,Compliance team intervention
1867,Murray-Stephenson,Individual,Financial Services,Medium,SG,0,0,0,0,1,0.0,33,66452.8,2013.721212121212,1,0,0,0,0,13,SG,3.5,Medium,1,1,0.9980856,Critical,Compliance team intervention
1868,"Gonzales, Booth and Powell",Individual,Real Estate,Medium,AF,0,0,0,0,0,0.0,24,41779.67,1740.8195833333332,0,0,0,0,0,11,AF,0.0,Low,0,1,0.0018600959,Low Risk,No action required
1869,Lee-Harris,Individual,Tech,Low,SD,1,0,0,1,0,0.0,33,230478.51,6984.197272727273,0,0,1,0,0,12,SD,6.5,High,1,0,0.9970118,Critical,Compliance team intervention
1870,Green LLC,Individual,Tech,Low,KP,0,0,1,1,0,0.0,32,54500.14,1703.129375,0,0,0,0,0,12,KP,4.0,Medium,1,0,0.98919654,Critical,Compliance team intervention
1871,"Bruce, Johns and Rodriguez",Financial Institution,NGO/Charity,High,US,0,0,0,0,0,0.0,26,172696.93,6642.189615384616,2,1,0,0,0,14,US,4.0,Medium,1,2,0.99836224,Critical,Compliance team intervention
